time_ms,closed_loop_angle,control_angle,angle_difference,closed_loop_velocity,control_velocity,velocity_difference,closed_loop_neural_offset,control_observed_neural_offset
397,1.1120333671569824,-0.03811982646584511,1.1501531936228275,-0.3637346625328064,-0.15646103024482727,-0.20727363228797913,0.000747584734893697,0.19778928912331967
398,1.1115347146987915,-0.0384245365858078,1.1499592512845993,-0.30301931500434875,-0.1477011740207672,-0.15531814098358154,0.0007289223899434316,0.19570446504229905
399,1.1111241579055786,-0.03873245790600777,1.1498566158115864,-0.3062940835952759,-0.16657182574272156,-0.13972225785255432,0.0007107252582693735,0.19359163475203744
400,1.1106148958206177,-0.03897222876548767,1.1495871245861053,-0.30696845054626465,-0.13198897242546082,-0.17497947812080383,0.0006929817758727363,0.191452490446213
401,1.1101964712142944,-0.039259444922208786,1.1494559161365032,-0.30597159266471863,-0.14392825961112976,-0.16204333305358887,0.00067568066458637,0.18928874427812517
402,1.1096786260604858,-0.039556603878736496,1.1492352299392223,-0.3105829954147339,-0.16953879594802856,-0.14104419946670532,0.00065881092508982,0.21221752527649163
403,1.1091631650924683,-0.03985030576586723,1.1490134708583355,-0.306246817111969,-0.16615808010101318,-0.1400887370109558,0.0006423618300910594,0.21038983598700398
404,1.108725905418396,-0.04015845060348511,1.148884356021881,-0.37594711780548096,-0.1721598356962204,-0.20378728210926056,0.000626322917671368,0.20852274803781587
405,1.1082020998001099,-0.04047220200300217,1.148674301803112,-0.3052768111228943,-0.1822481006383896,-0.1230287104845047,0.0006106839847891121,0.20661763482661474
406,1.1077663898468018,-0.040729451924562454,1.1484958417713642,-0.35528671741485596,-0.19886352121829987,-0.1564231961965561,0.0005954350809395104,0.2046759306589533
407,1.1072378158569336,-0.0410226434469223,1.148260459303856,-0.29384317994117737,-0.16647186875343323,-0.12737131118774414,0.0005805665019661399,0.20269912516529076
408,1.1067947149276733,-0.04133132845163345,1.1481260433793068,-0.3593151867389679,-0.17719127237796783,-0.18212391436100006,0.0005660687840211287,0.20068875768219574
409,1.1063377857208252,-0.04164109006524086,1.147978875786066,-0.028120677918195724,-0.17381803691387177,0.14569735899567604,0.0005519326976705097,0.19864641163031002
410,1.1058704853057861,-0.041943371295928955,1.147813856601715,-0.10036252439022064,-0.16828492283821106,0.06792239844799042,0.0005381492421412948,0.1965737089197095
411,1.1053886413574219,-0.04216650500893593,1.1475551463663578,-0.397159606218338,-0.17202070355415344,-0.22513890266418457,0.000524709639707216,0.1944723044112179
412,1.1049425601959229,-0.042479220777750015,1.1474217809736729,-0.37218403816223145,-0.18142250180244446,-0.190761536359787,0.0005116053302096635,0.19234388046007186
413,1.104475736618042,-0.042770396918058395,1.1472461335361004,-0.08214277029037476,-0.1567380726337433,0.07459530234336853,0.0004988279657109351,0.19019014156612135
414,1.1039525270462036,-0.04296969622373581,1.1469222232699394,-0.32542699575424194,-0.15880724787712097,-0.16661974787712097,0.00048636940527652106,0.18801280915250934
415,1.1035257577896118,-0.043270472437143326,1.1467962302267551,-0.36232444643974304,-0.16967232525348663,-0.1926521211862564,0.00047422170988351,0.18581361649252925
416,1.1031262874603271,-0.04345077648758888,1.146577063947916,-0.2718518078327179,-0.07839947193861008,-0.19345233589410782,0.00046237713745225784,0.18359430380213312
417,1.1026848554611206,-0.04374447837471962,1.1464293338358402,-0.11234593391418457,-0.17002002894878387,0.057674095034599304,0.0004508281379982937,0.181356613513371
418,1.1022921800613403,-0.043908677995204926,1.1462008580565453,-0.1730082780122757,-0.14292393624782562,-0.030084341764450073,0.00043956734890168714,0.17910228574190762
419,1.1019349098205566,-0.04419083520770073,1.1461257450282574,-0.18960042297840118,-0.13690215349197388,-0.05269826948642731,0.0004285875902912406,0.17683305395969157
420,1.101608157157898,-0.04434522986412048,1.1459533870220184,-0.10732081532478333,-0.16721999645233154,0.05989918112754822,0.0004178818605406198,0.17455064088186656
421,1.1012674570083618,-0.04452300816774368,1.1457904651761055,-0.15933875739574432,0.11026475578546524,-0.26960351318120956,0.00040744333187392456,0.1722567545751144
422,1.1009811162948608,-0.04470699653029442,1.1456881128251553,-0.25111642479896545,0.19614621996879578,-0.44726264476776123,0.0003972653460781461,0.22111625980385152
423,1.1007343530654907,-0.044912002980709076,1.1456463560461998,-0.2585839033126831,-0.06000290438532829,-0.1985809989273548,0.00038734141031976366,0.21951504246382475
424,1.1005451679229736,-0.045034781098365784,1.1455799490213394,-0.1899878978729248,-0.18922777473926544,-0.0007601231336593628,0.0003776651930633701,0.21786842938052484
425,1.10040283203125,-0.04526373744010925,1.1456665694713593,-0.01650974154472351,-0.09117664396762848,0.07466690242290497,0.0003682305200895519,0.2161773870233795
426,1.100302815437317,-0.04534446820616722,1.1456472836434841,0.08055112510919571,-0.16682849824428558,0.2473796233534813,0.00035903137061002455,0.21444297005958046
427,1.100284457206726,-0.0454707033932209,1.145755160599947,-0.062044691294431686,0.2612004578113556,-0.3232451491057873,0.0003500618734773031,0.21266631655769597
428,1.1003135442733765,-0.045651379972696304,1.1459649242460728,0.35734742879867554,-0.165937140583992,0.5232845693826675,0.000341316303487077,0.2108486429592178
429,1.100376009941101,-0.0456777922809124,1.1460538022220135,0.24624350666999817,-0.12140671163797379,0.36765021830797195,0.00033278907777081757,0.20899123885780843
430,1.1005001068115234,-0.04573094844818115,1.1462310552597046,0.36465269327163696,0.15982680022716522,0.20482589304447174,0.0003244747522765379,0.20709546162518777
431,1.1006842851638794,-0.04581638053059578,1.1465006656944752,0.377130389213562,0.3465908169746399,0.03053957223892212,0.0003163680183355666,0.20516273092147863
432,1.1009048223495483,-0.04586710408329964,1.146771926432848,0.37316226959228516,-0.14841915667057037,0.5215814262628555,0.0003084636993134493,0.20319452312645667
433,1.10111665725708,-0.04576115310192108,1.1468778103590012,0.3829997479915619,-0.04488832876086235,0.42788807675242424,0.0003007567473426731,0.2011923657265549
434,1.1013062000274658,-0.045729171484708786,1.1470353715121746,0.3536003530025482,0.35177597403526306,0.0018243789672851562,0.00029324224013549394,0.19915783169069118
435,1.101024866104126,-0.04567163810133934,1.1466965042054653,0.18987753987312317,0.4502599835395813,-0.26038244366645813,0.00028591537787495125,0.197092533866055
436,1.1016534566879272,-0.04558591917157173,1.147239375859499,1.0121674537658691,0.11512966454029083,0.8970377892255783,0.0002787714801818497,0.19499811942293635
437,1.102088451385498,-0.04534899815917015,1.1474374495446682,0.0027796674985438585,0.061297573149204254,-0.058517905650660396,0.00027180598315648674,0.1928762643755387
438,1.102243423461914,-0.045115355402231216,1.1473587788641453,0.4209030568599701,0.3466660976409912,0.07423695921897888,0.00026501443649271095,0.19072866820351408
439,1.102363109588623,-0.04488367214798927,1.1472467817366123,0.3202771246433258,0.28996434807777405,0.030312776565551758,0.00025839250066286845,0.18855704859672412
440,1.1024770736694336,-0.04456900432705879,1.1470460779964924,0.37392956018447876,0.21235017478466034,0.16157938539981842,0.00025193594417219356,0.1863631363434835
441,1.102539300918579,-0.044217851012945175,1.1467571519315243,0.2433495819568634,0.35748353600502014,-0.11413395404815674,0.0002456406408801737,0.1841486703803097
442,1.1025776863098145,-0.043881092220544815,1.1464587785303593,0.21556156873703003,0.33703091740608215,-0.12146934866905212,0.0002395025673882223,0.18191539301900186
443,1.1022869348526,-0.04347633942961693,1.145763274282217,0.33086687326431274,0.5596590042114258,-0.22879213094711304,0.0002335178004914118,0.1796650453647199
444,1.1023180484771729,-0.04285312071442604,1.145171169191599,0.12091392278671265,0.6091219186782837,-0.48820799589157104,0.00022768251469287848,0.1773993629366476
445,1.1022744178771973,-0.04225868359208107,1.1445331014692783,0.20986129343509674,0.6456699371337891,-0.4358086436986923,0.00022199297977948396,0.20501996013707213
446,1.1022502183914185,-0.0417969636619091,1.1440471820533276,0.17447416484355927,0.44110801815986633,-0.26663385331630707,0.0002164455584572622,0.2030492169031232
447,1.102236270904541,-0.04092739149928093,1.143163662403822,0.35079720616340637,1.011289358139038,-0.6604921519756317,0.00021103670404484798,0.201044637638007
448,1.1021530628204346,-0.040029577910900116,1.1421826407313347,0.16427449882030487,0.8376027941703796,-0.6733282953500748,0.0002057629582241094,0.21936921140446142
449,1.1022051572799683,-0.039292678236961365,1.1414978355169296,0.18996702134609222,0.6889138221740723,-0.49894680082798004,0.00020062094884593096,0.21771857305514697
450,1.1019184589385986,-0.03851631283760071,1.1404347717761993,0.5704318881034851,0.806849479675293,-0.23641759157180786,0.00019560738779025866,0.21602359648504396
451,1.1018403768539429,-0.03775083273649216,1.139591209590435,0.594268798828125,0.8669703006744385,-0.2727015018463135,0.00019071906887904722,0.21428534404039756
452,1.101742148399353,-0.03701933100819588,1.138761479407549,-0.3346605896949768,0.8154349327087402,-1.150095522403717,0.00018595286584041637,0.21250496102674998
453,1.1016701459884644,-0.03649519756436348,1.1381653435528278,0.389916330575943,0.2670653164386749,0.12285101413726807,0.00018130573032329456,0.21068367066162835
454,1.1014572381973267,-0.035893045365810394,1.137350283563137,-0.3023688793182373,0.7167593836784363,-1.0191282629966736,0.00017677468996110668,0.20882276883846396
455,1.1014084815979004,-0.035246144980192184,1.1366546265780926,-0.537969172000885,0.7511875629425049,-1.28915673494339,0.00017235684648317373,0.20692361874059134
456,1.1011675596237183,-0.034587256610393524,1.1357548162341118,0.6069145202636719,0.6876030564308167,-0.08068853616714478,0.00016804937387288055,0.2049876453430355
457,1.100877285003662,-0.03390848636627197,1.134785771369934,-0.3622681498527527,0.6122881770133972,-0.9745563268661499,0.00016384951657122393,0.2030163298383961
458,1.1004801988601685,-0.033335525542497635,1.133815724402666,1.2638462781906128,0.6195032596588135,0.6443430185317993,0.00015975458772499174,0.22057264823680303
459,1.1001105308532715,-0.03272353485226631,1.1328340657055378,-0.1443222314119339,0.6085812449455261,-0.75290347635746,0.0001557619674781019,0.2189557693564485
460,1.0995056629180908,-0.03219187632203102,1.1316975392401218,0.19533701241016388,0.5905359387397766,-0.39519892632961273,0.0001518691013052964,0.21729381574674098
461,1.0989935398101807,-0.03157893568277359,1.1305724754929543,-0.6530335545539856,0.6768432259559631,-1.3298767805099487,0.00014807349838702466,0.21558778462902256
462,1.098386526107788,-0.031065240502357483,1.1294517666101456,0.2670741677284241,0.6784000396728516,-0.4113258719444275,0.00014437273002454454,0.21383875980718323
