step,t_sim,CI,phi,broadcast,self,complexity,mode
410,4.0900,0.2796,0.0000,0.6006,0.0000,0.4972,walking
415,4.1400,0.2796,0.0000,0.6006,0.0000,0.4972,walking
420,4.1900,0.2796,0.0000,0.6006,0.0000,0.4972,walking
425,4.2400,0.2796,0.0000,0.6006,0.0000,0.4972,walking
430,4.2900,0.2796,0.0000,0.6006,0.0000,0.4972,walking
435,4.3400,0.2796,0.0000,0.6007,0.0000,0.4972,walking
440,4.3900,0.2796,0.0000,0.6007,0.0000,0.4972,walking
445,4.4400,0.2802,0.0017,0.6007,0.0000,0.4972,walking
450,4.4900,0.2811,0.0037,0.6007,0.0000,0.4989,walking
455,4.5400,0.2812,0.0041,0.6007,0.0000,0.4989,walking
460,4.5900,0.2816,0.0055,0.6007,0.0000,0.4989,walking
465,4.6400,0.2821,0.0070,0.6006,0.0000,0.4989,walking
470,4.6900,0.2823,0.0077,0.6006,0.0000,0.4989,walking
475,4.7400,0.2830,0.0101,0.6006,0.0000,0.4989,walking
480,4.7900,0.2835,0.0117,0.6006,0.0000,0.4989,walking
485,4.8400,0.2831,0.0105,0.6005,0.0000,0.4989,walking
490,4.8900,0.2834,0.0117,0.6005,0.0000,0.4989,walking
495,4.9400,0.2830,0.0101,0.6005,0.0000,0.4989,walking
500,4.9900,0.1820,0.0061,0.6005,0.0000,0.0000,walking
505,5.0400,0.1856,0.0180,0.6006,0.0000,0.0000,walking
510,5.0900,0.1853,0.0170,0.6005,0.0000,0.0000,walking
515,5.1400,0.1850,0.0160,0.6005,0.0000,0.0000,walking
520,5.1900,0.1857,0.0186,0.6006,0.0000,0.0000,walking
525,5.2400,0.1854,0.0176,0.6005,0.0000,0.0000,walking
530,5.2900,0.1852,0.0168,0.6005,0.0000,0.0000,walking
535,5.3400,0.1852,0.0168,0.6005,0.0000,0.0000,walking
540,5.3900,0.1848,0.0154,0.6005,0.0000,0.0000,walking
545,5.4400,0.1851,0.0165,0.6005,0.0000,0.0000,walking
550,5.4900,0.2847,0.0171,0.6005,0.0000,0.4969,walking
555,5.5400,0.2350,0.0017,0.4505,0.0000,0.4969,walking
560,5.5900,0.2801,0.0020,0.6005,0.0000,0.4969,walking
565,5.6400,0.2799,0.0011,0.6006,0.0000,0.4969,walking
570,5.6900,0.2798,0.0010,0.6006,0.0000,0.4969,walking
575,5.7400,0.2798,0.0008,0.6006,0.0000,0.4969,walking
580,5.7900,0.2796,0.0000,0.6006,0.0000,0.4969,walking
585,5.8400,0.2796,0.0000,0.6007,0.0000,0.4969,walking
590,5.8900,0.2796,0.0000,0.6008,0.0000,0.4969,walking
595,5.9400,0.2796,0.0000,0.6008,0.0000,0.4969,walking
600,5.9900,0.2797,0.0000,0.6007,0.0000,0.4975,walking
