step,t_sim,CI,phi,broadcast,self,complexity,mode
210,20.9000,0.3914,0.0369,0.6028,0.0000,0.9974,walking
215,21.4000,0.3922,0.0394,0.6030,0.0000,0.9974,walking
220,21.9000,0.3951,0.0489,0.6032,0.0000,0.9974,walking
225,22.4000,0.3954,0.0495,0.6035,0.0000,0.9974,walking
230,22.9000,0.3917,0.0367,0.6040,0.0000,0.9974,walking
235,23.4000,0.4007,0.0663,0.6044,0.0000,0.9974,walking
240,23.9000,0.4010,0.0671,0.6049,0.0000,0.9974,walking
245,24.4000,0.4024,0.0712,0.6053,0.0000,0.9974,walking
250,24.9000,0.3085,0.0919,0.6058,0.0000,0.4958,walking
255,25.4000,0.3134,0.1078,0.6062,0.0000,0.4958,walking
260,25.9000,0.3266,0.1513,0.6070,0.0000,0.4958,walking
265,26.4000,0.3240,0.1418,0.6077,0.0000,0.4958,walking
270,26.9000,0.3372,0.1852,0.6083,0.0000,0.4958,walking
275,27.4000,0.3269,0.1503,0.6088,0.0000,0.4958,walking
280,27.9000,0.3362,0.1809,0.6093,0.0000,0.4958,walking
285,28.4000,0.3483,0.2209,0.6096,0.0000,0.4958,walking
290,28.9000,0.3515,0.2166,0.6100,0.0220,0.4958,walking
295,29.4000,0.3729,0.2040,0.6103,0.1474,0.4958,walking
300,29.9000,0.4364,0.1775,0.6105,0.0000,1.0000,walking
305,30.4000,0.4544,0.2372,0.6108,0.0000,1.0000,walking
310,30.9000,0.4561,0.2428,0.6109,0.0000,1.0000,walking
315,31.4000,0.4404,0.1904,0.6108,0.0000,1.0000,walking
320,31.9000,0.5621,0.1906,0.6108,0.6086,1.0000,flight
325,32.4000,0.5375,0.1947,0.6110,0.4789,1.0000,flight
330,32.9000,0.4398,0.1885,0.6109,0.0000,1.0000,flight
335,33.4000,0.4563,0.2434,0.6110,0.0000,1.0000,flight
340,33.9000,0.4428,0.1983,0.6109,0.0000,1.0000,flight
345,34.4000,0.4543,0.2367,0.6110,0.0000,1.0000,flight
350,34.9000,0.4625,0.2641,0.6110,0.0000,1.0000,flight
355,35.4000,0.4660,0.2754,0.6111,0.0000,1.0000,flight
360,35.9000,0.4758,0.3083,0.6111,0.0000,1.0000,flight
365,36.4000,0.4710,0.2917,0.6115,0.0000,1.0000,flight
370,36.9000,0.4721,0.2955,0.6116,0.0000,1.0000,flight
375,37.4000,0.4701,0.2890,0.6115,0.0000,1.0000,flight
380,37.9000,0.4638,0.2679,0.6116,0.0000,1.0000,flight
385,38.4000,0.4636,0.2672,0.6113,0.0000,1.0000,flight
390,38.9000,0.4673,0.2795,0.6116,0.0000,1.0000,flight
395,39.4000,0.4755,0.3066,0.6118,0.0000,1.0000,flight
400,39.9000,0.4872,0.2888,0.6123,0.0842,1.0000,flight
405,40.4000,0.5352,0.2796,0.6123,0.3385,1.0000,flight
410,40.9000,0.4631,0.2647,0.6122,0.0000,1.0000,flight
415,41.4000,0.4602,0.2554,0.6119,0.0000,1.0000,flight
420,41.9000,0.4597,0.2538,0.6118,0.0000,1.0000,flight
425,42.4000,0.4548,0.2374,0.6119,0.0000,1.0000,flight
430,42.9000,0.4933,0.2615,0.6121,0.1562,1.0000,flight
435,43.4000,0.4909,0.2877,0.6126,0.1041,1.0000,walking
440,43.9000,0.4625,0.2624,0.6125,0.0000,1.0000,walking
445,44.4000,0.4603,0.2550,0.6126,0.0000,1.0000,walking
450,44.9000,0.4592,0.2525,0.6126,0.0000,0.9982,walking
455,45.4000,0.4652,0.2724,0.6127,0.0000,0.9982,walking
460,45.9000,0.4775,0.3134,0.6128,0.0000,0.9982,walking
465,46.4000,0.4654,0.2730,0.6127,0.0000,0.9982,walking
