step,t_sim,CI,phi,broadcast,self,complexity,mode
165,1.6450,0.1352,0.0000,0.4507,0.0000,0.0000,walking
170,1.6950,0.1352,0.0000,0.4507,0.0000,0.0000,walking
175,1.7450,0.1802,0.0000,0.6007,0.0000,0.0000,walking
180,1.7950,0.1802,0.0000,0.6007,0.0000,0.0000,walking
185,1.8450,0.1802,0.0000,0.6007,0.0000,0.0000,walking
190,1.8950,0.1802,0.0000,0.6006,0.0000,0.0000,walking
195,1.9450,0.1802,0.0000,0.6006,0.0000,0.0000,walking
200,1.9950,0.1802,0.0000,0.6005,0.0000,0.0000,walking
205,2.0450,0.1802,0.0000,0.6006,0.0000,0.0000,walking
210,2.0950,0.1802,0.0000,0.6005,0.0000,0.0000,walking
215,2.1450,0.1801,0.0000,0.6005,0.0000,0.0000,walking
220,2.1950,0.1804,0.0010,0.6005,0.0000,0.0000,walking
225,2.2450,0.1354,0.0010,0.4505,0.0000,0.0000,walking
230,2.2950,0.1354,0.0008,0.4504,0.0000,0.0000,walking
235,2.3450,0.1354,0.0010,0.4505,0.0000,0.0000,walking
240,2.3950,0.1354,0.0007,0.4505,0.0000,0.0000,walking
245,2.4450,0.1353,0.0006,0.4505,0.0000,0.0000,walking
250,2.4950,0.2348,0.0006,0.4505,0.0000,0.4974,walking
255,2.5450,0.2348,0.0004,0.4505,0.0000,0.4974,walking
260,2.5950,0.2349,0.0008,0.4505,0.0000,0.4974,walking
265,2.6450,0.2350,0.0010,0.4505,0.0000,0.4974,walking
270,2.6950,0.2349,0.0008,0.4505,0.0000,0.4974,walking
275,2.7450,0.2357,0.0034,0.4505,0.0000,0.4974,walking
280,2.7950,0.2360,0.0044,0.4505,0.0000,0.4974,walking
285,2.8450,0.2352,0.0019,0.4505,0.0000,0.4974,walking
290,2.8950,0.2351,0.0014,0.4505,0.0000,0.4974,walking
295,2.9450,0.2837,0.0135,0.6006,0.0000,0.4974,walking
300,2.9950,0.2817,0.0068,0.6006,0.0000,0.4973,walking
305,3.0450,0.2817,0.0068,0.6006,0.0000,0.4973,walking
310,3.0950,0.2824,0.0091,0.6006,0.0000,0.4973,walking
315,3.1450,0.2825,0.0097,0.6006,0.0000,0.4973,walking
320,3.1950,0.2847,0.0168,0.6007,0.0000,0.4973,walking
325,3.2450,0.2847,0.0169,0.6007,0.0000,0.4973,walking
330,3.2950,0.2847,0.0169,0.6007,0.0000,0.4973,walking
335,3.3450,0.2847,0.0169,0.6006,0.0000,0.4973,walking
340,3.3950,0.2847,0.0169,0.6007,0.0000,0.4973,walking
345,3.4450,0.2346,0.0000,0.4506,0.0000,0.4973,walking
350,3.4950,0.1802,0.0000,0.6006,0.0000,0.0000,walking
355,3.5450,0.1802,0.0000,0.6006,0.0000,0.0000,walking
360,3.5950,0.1802,0.0000,0.6006,0.0000,0.0000,walking
365,3.6450,0.1802,0.0000,0.6006,0.0000,0.0000,walking
370,3.6950,0.1802,0.0000,0.6005,0.0000,0.0000,walking
375,3.7450,0.1806,0.0013,0.6006,0.0000,0.0000,walking
380,3.7950,0.1810,0.0027,0.6006,0.0000,0.0000,walking
385,3.8450,0.1813,0.0037,0.6007,0.0000,0.0000,walking
390,3.8950,0.1814,0.0041,0.6006,0.0000,0.0000,walking
395,3.9450,0.1803,0.0004,0.6006,0.0000,0.0000,walking
400,3.9950,0.2804,0.0022,0.6006,0.0000,0.4978,walking
405,4.0450,0.2805,0.0027,0.6006,0.0000,0.4978,walking
410,4.0950,0.2806,0.0028,0.6007,0.0000,0.4978,walking
415,4.1450,0.2806,0.0028,0.6007,0.0000,0.4978,walking
420,4.1950,0.2806,0.0027,0.6007,0.0000,0.4978,walking
425,4.2450,0.2806,0.0028,0.6006,0.0000,0.4978,walking
430,4.2950,0.2356,0.0028,0.4506,0.0000,0.4978,walking
435,4.3450,0.2356,0.0028,0.4506,0.0000,0.4978,walking
440,4.3950,0.2807,0.0034,0.6005,0.0000,0.4978,walking
445,4.4450,0.2807,0.0034,0.6005,0.0000,0.4978,walking
450,4.4950,0.2816,0.0061,0.6005,0.0000,0.4983,walking
455,4.5450,0.2804,0.0020,0.6005,0.0000,0.4983,walking
460,4.5950,0.2802,0.0013,0.6004,0.0000,0.4983,walking
465,4.6450,0.2805,0.0023,0.6004,0.0000,0.4983,walking
470,4.6950,0.2810,0.0041,0.6004,0.0000,0.4983,walking
475,4.7450,0.2812,0.0046,0.6004,0.0000,0.4983,walking
480,4.7950,0.2812,0.0046,0.6004,0.0000,0.4983,walking
485,4.8450,0.2812,0.0046,0.6004,0.0000,0.4983,walking
490,4.8950,0.2365,0.0057,0.4504,0.0000,0.4983,walking
495,4.9450,0.2352,0.0014,0.4504,0.0000,0.4983,walking
500,4.9950,0.1359,0.0026,0.4504,0.0000,0.0000,walking
505,5.0450,0.1355,0.0013,0.4504,0.0000,0.0000,walking
510,5.0950,0.1354,0.0010,0.4504,0.0000,0.0000,walking
515,5.1450,0.1356,0.0016,0.4505,0.0000,0.0000,walking
520,5.1950,0.1356,0.0016,0.4505,0.0000,0.0000,walking
525,5.2450,0.1355,0.0012,0.4504,0.0000,0.0000,walking
530,5.2950,0.1806,0.0016,0.6005,0.0000,0.0000,walking
535,5.3450,0.1805,0.0010,0.6006,0.0000,0.0000,walking
540,5.3950,0.1806,0.0015,0.6005,0.0000,0.0000,walking
545,5.4450,0.1806,0.0015,0.6005,0.0000,0.0000,walking
550,5.4950,0.1803,0.0005,0.6005,0.0000,0.0000,walking
555,5.5450,0.1804,0.0008,0.6005,0.0000,0.0000,walking
560,5.5950,0.1809,0.0024,0.6006,0.0000,0.0000,walking
565,5.6450,0.1843,0.0135,0.6007,0.0000,0.0000,walking
570,5.6950,0.1819,0.0058,0.6007,0.0000,0.0000,grooming
575,5.7450,0.1806,0.0013,0.6007,0.0000,0.0000,grooming
580,5.7950,0.1805,0.0010,0.6006,0.0000,0.0000,grooming
585,5.8450,0.1805,0.0010,0.6007,0.0000,0.0000,grooming
590,5.8950,0.1807,0.0017,0.6007,0.0000,0.0000,grooming
595,5.9450,0.1805,0.0010,0.6007,0.0000,0.0000,grooming
600,5.9950,0.2795,0.0008,0.6007,0.0000,0.4955,grooming
605,6.0450,0.2797,0.0013,0.6006,0.0000,0.4955,grooming
610,6.0950,0.2793,0.0001,0.6006,0.0000,0.4955,grooming
615,6.1450,0.2356,0.0045,0.4505,0.0000,0.4955,grooming
620,6.1950,0.2360,0.0057,0.4505,0.0000,0.4955,grooming
625,6.2450,0.2352,0.0033,0.4505,0.0000,0.4955,grooming
630,6.2950,0.2351,0.0030,0.4505,0.0000,0.4955,grooming
635,6.3450,0.2350,0.0026,0.4505,0.0000,0.4955,grooming
640,6.3950,0.2353,0.0035,0.4505,0.0000,0.4955,grooming
645,6.4450,0.2801,0.0030,0.6005,0.0000,0.4955,grooming
650,6.4950,0.2807,0.0030,0.6006,0.0000,0.4982,grooming
655,6.5450,0.2805,0.0022,0.6005,0.0000,0.4982,grooming
660,6.5950,0.2804,0.0021,0.6005,0.0000,0.4982,grooming
665,6.6450,0.2804,0.0021,0.6006,0.0000,0.4982,grooming
670,6.6950,0.2803,0.0015,0.6006,0.0000,0.4982,grooming
